faq_id,faq_company,faq_major_category,faq_sub_category,faq_question,faq_answer
271,기아,기타,기타,"자동차의 배터리는 한 번 방전되면 못 쓰나요?","자동차의 배터리는 한번 방전되면 사용하지 못한다고 알고 있는 사람들이 많지만 그렇지 않습니다."
272,기아,기타,기타,"엔진은 반드시 워밍업 후 운행해야 하나요?","엔진 워밍업이란 엔진이 정상작동 온도까지 뜨거워지는 과정을 말합니다."
273,기아,기타,기타,"유선상 서비스센터/오토큐 예약이 가능한가요?","정비 고객님들의 시간 절약과 편의를 위해 전화 한 통으로 전문 상담원이 맞춤형 서비스를 제공하는 정비 예약 전담 콜센터인 "토탈 예약센터"를 운영하고 있습니다. 정비 예약이 필요하시면 토탈 예약센터로 연락 주시면 예약이 가능합니다."
274,기아,기타,기타,"자동차에서 엔진오일이 소모되는 원인은 무엇인가요?","엔진오일은 정상적인 차량에서도 일정량 소모가 발생합니다. 이는 엔진의 구조상 조금씩 연소실로 유입되어 연료와 함께 오일이 연소되기 때문입니다."
275,기아,기타,기타,"헤드램프에 습기가 발생하는데, 왜 그런 건가요?","헤드램프, 안개등의 램프는 우천 시 주행과 세차 등의 사용 조건하에 렌즈 내면이 일시적으로 흐려질 수 있습니다."
276,기아,기타,기타,"기아렌터카 이용 중인데, 자차 수리 시 무상 대여차 제공이 되나요?","기아렌터카를 이용하시는 고객님들의 만족도 향상을 위해, 기아렌터카 이용 고객을 대상으로 자차 사고 수리 발생 시 무상 대여차 서비스를 제공해 드립니다."
277,기아,기타,기타,"봉고 특장차 중 파워게이트 차량은 어떤 차량인가요?","파워 게이트란 적재함 뒷부분에 리프트 게이트를 장착하여 무거운 물건을 쉽게 적재 및 하역할 수 있는 차량입니다."
278,기아,기타,기타,"스마트키와 관련된 경고등은 어떤 것들이 있나요?","KEY OUT 경고등"
279,기아,기타,기타,"자동차 키를 분실한 경우 어떻게 해야 하나요?","분실하신 키의 종류에 맞게 새로 구입하시어 사용하실 수 있습니다."
280,기아,기타,기타,"니로EV 차량의 ‘스마트 회생제동 시스템’은 무엇인가요?","회생제동 시스템이란 제동 시 바퀴의 구동력으로 모터를 통해 배터리를 충전하는 시스템으로, 내리막길을 탄력주행 하거나 제동하여 감속하는 경우 회생제동 기능을 통해 배터리를 충전합니다."
281,기아,기타,기타,"안드로이드 오토 기능은 무엇인가요?","스마트폰에서 사용되는 안드로이드 기반 서비스 일부를 자동차에서도 이용할 수 있도록 만든 서비스입니다."
282,기아,기타,기타,"후석 승객 알림 시스템은 무엇인가요?","운전자가 차량에서 내릴 때 뒷좌석에 영·유아 등 탑승자를 두고 내리는 것을 방지하기 위한  기능으로, 차량 실내에 탑승자가 남아 있는 것으로 차량이 감지하면 알림을 제공하는 기능입니다."
283,기아,기타,기타,"여름철(장마철) 차량 관리 요령을 알려주세요","장마철 차량 관리법"
284,기아,기타,기타,"어드밴스드 에어백이란 무엇인가요?","어드밴스드 에어백 (Advanced Air bag) 시스템은 미국 어드밴스드 에어백 법규에 만족하는 조건으로 개발된 에어백입니다."
285,기아,기타,기타,"승객 구분 센서란 무엇인가요?","승객 구분 센서(ODS : Occupant Detection Sensor)"
286,기아,기타,기타,"운전자 주의 경고(DAW) 시스템은 어떤 기능인가요?","주행 중 운전자의 피로 및 부주의 상태를 판단하여 알려주는 시스템 입니다."
287,기아,기타,기타,"차에서 이상한 냄새가 나는 경우 어떤 고장징후가 있나요?","자동차에서 발생하는 각종 비정상적인 불쾌하고 좋지 않은 냄새는, 냄새 그 자체가 문제가  되기도 하지만, 인체에 유해한 성분이 포함되어 있는 경우가 많으므로, 만약 냄새가 실내에서  난다면 반드시 정기적으로 창문을 열어 환기를 해야 합니다."
288,기아,기타,기타,"정비업체의 구분은 어떻게 하나요?","직영 서비스센터는 기아에서 직영으로 운영하는 정비거점 입니다. (전국 18개 운영)"
289,기아,기타,기타,"차에서 이상한 진동이 느껴지는 경우 어떤 고장징후가 있나요?","자동차에서 발생하는 각종 진동은 고장을 나타내는 징후일 수 있으므로 원인을 찾아 수리하는 것이 중요합니다."
290,기아,기타,기타,"히터 및 에어컨 작동 표시창에 나타나는 온도 단위는 어떻게 바꾸나요?","히터 및 에어컨 작동 표시창에 나타나는 온도 표시를 섭씨( °C) ↔ 화씨( °F)로 전환하여 표시할 수 있습니다."
291,기아,기타,기타,"계절이 바뀔 때마다 엔진오일의 종류를 달리 사용해야 하나요?","과거에는 기온에 따라서 오일의 점도는 변하기 때문에 자동차 엔진오일을 계절별로 각기 다르게 선택하도록 권장했었지만, 기술력이 발전됨에 따라 엔진오일의 성능이 향상되고 엔진성능도 좋아져 사용설명서에서 추천하는 다 등급 오일을 사용하면 계절 변화에 따른 차량성능에는 별 문제가 되지 않습니다."
292,기아,기타,기타,"DPF(CPF)가 장착되어 있는데, 운행 중 백연(흰 연기)가 발생하는 것은 정상인가요?","백연은 차량의 배기가스가 외부 공기 중으로 방출되면서 백색의 연기 형태로 배출되는 현상입니다."
293,기아,기타,기타,"냉각수 점검·보충 시 부동액의 농도(비율)는 어느 정도가 적절한가요?","· 부동액은 농도가 높을수록 어는 점이 내려가지만, 농도가 약 70 %에 이르면 오히려 어는 점이 다시 상승하여 효과가 떨어지게 됩니다."
294,기아,기타,기타,"주차 시 바닥에 액체가 떨어져 있습니다. 왜 그런 거죠?","차량을 장시간 주차해 두었을 때, 엔진룸에서 각종 액체가 바닥에 누설된 경우 액체의 색깔과 위치로 누설부위를 예상할 수 있습니다."
295,기아,기타,기타,"자동차 배기계통에서 이상 소음(이음)이 발생하는데 왜 그런가요?","자동차 소음 중 가장 큰 비중을 차지하는 배기계통에 이음이 발생할 경우 비교적 간단하게 원인 예측이 가능하며,  평소와 다른 비정상적 이음은 엔진의 고장징후로 볼 수 있습니다."
296,기아,기타,기타,"자동차 엔진계통에서 이상 소음(이음)이 발생하는데 왜 그런가요?","일반적으로 엔진에서 발생하는 소음은 부품 마찰에 의한 금속음, 벨트/고무류의 미끌림에 의한 마찰음, 연소 시 폭발음 등이 있으며, 평소와 다른 비정상적 이음은 엔진의 고장징후로 볼 수 있습니다."
297,기아,기타,기타,"스마트 내비게이션의 미러링크 기능과 가능한 휴대폰은 무엇입니까?","미러링크는 스마트폰의 음악, 내비게이션 등과 같은 다양한 기능이 유무선 통신망을 거쳐 차량의 큰 화면과 고음질의 사운드 시스템에서 제공되는 서비스 입니다."
298,기아,기타,기타,"차로 안전을 위한 주행보조 시스템은 무엇이 있나요?","차로 이탈 경고 (LDW, Lane Departure Warning)"
299,기아,기타,기타,"후측방 안전을 위한 주행보조 시스템은 무엇이 있나요?","후측방 충돌 경고 (BCW, Blind-Spot Collision Warning)"
300,기아,기타,기타,"주행모드 통합제어 시스템이 무엇인가요?","주행특성에 따른 3개의 주행모드를 선택하여 주행환경이나 운전자 취향에 맞는 드라이빙을 즐길 수 있습니다."
301,기아,기타,기타,"하이브리드 구동 원리는 무엇인가요?","하이브리드 차량은 두 가지 이상의 동력원(가솔린엔진과 모터)를 설치하고, 주행상태에 따라 가솔린 엔진 또는 모터의 동력을 이용하여 운영되는 자동차입니다."
302,기아,기타,기타,"요소수 보충주기와 어떤 제품으로 구매해야 하나요?","요소수 만충 시(탱크 용량 약 14ℓ) 약 8,400km 주행이 가능하며,"
303,기아,기타,기타,"요소수 시스템(SCR)이 무엇인가요?","요소수 시스템(SCR : Selective Catalytic Reduction)은 요소수를 사용하여 배출가스에 남아있는 질소산화물을 질소와 물로 바꿔주는 배출가스 저감장치입니다."
304,기아,기타,기타,"냉각수를 임시적으로 보충하려면 무엇을 사용해야 하나요?","냉각수를 임시적으로 보충하시는 경우에는 수돗물 또는 증류수를 사용하시고, 짠물이나 지하수, 생수 등의 경수는 사용하시면 안됩니다."
305,기아,기타,기타,"전방 안전을 위한 주행보조 시스템은 무엇이 있나요?","전방 충돌 경고(FCW, Forward Collision Warning)"
306,기아,기타,기타,"에어컨 작동 시 냄새가 납니다. 냄새를 예방하는 방법이 있나요?","운행을 마치기 3~5분 전에 미리 에어컨을 끄시고 바람만 나오도록 작동시켜  증발기 내부의 수분을 말려주면 세균의 번식을 방지하여 냄새를 억제할 수 있습니다."
307,기아,기타,기타,"차량 정비 전 블랙박스 전원을 꺼야 하나요?","정비과정에 대한 영업비밀 보호와 엔지니어 개인의 초상권 보호를 위해 차량 정비 전 블랙박스 전원 OFF 상태에서 정비작업이 진행 될 수 있습니다."
308,기아,기타,기타,"주간 주행등(DRL) 기능은 무엇인가요?","주간 주행등(DRL : Daytime Running Light)"
309,기아,기타,기타,"LPG와 LPI 차량은 어떻게 다른가요?","LPG (Liqufied Petroleum Gas)"
310,기아,기타,기타,"연료 잔량 경고등이 점등되면 몇 km 정도 운행을 할 수 있나요?","연료 잔량 경고 등 점등 후에는 통상적으로 약 20~30km정도 주행이 가능합니다."
311,기아,기타,기타,"엔진 체크 경고등이 점등됩니다. 왜 그런가요?","엔진 경고등은 엔진의 정상적인 작동을 제어하는 엔진전자제어장치나 배기가스 제어에 관계되는 각종 센서에 이상이 있을 때,"
312,기아,기타,기타,"에어컨 작동 시 냉방성능이 떨어집니다. 왜 그런가요?","에어컨 냉매량이 부족하면 에어컨의 성능이 저하될 수 있으며, 냉매의 양이 지나치게 많을 경우도 에어컨에 좋지 않은 영향을 줄 수 있습니다."
313,기아,기타,기타,"에어백 작동 조건을 알고 싶습니다.","에어백 작동 조건은 정면(운전석 및 동승석 에어백), 측면(사이드 및 커튼에어백)의 충돌센서에 충격이 전해지면 충돌세기, 차량속도, 충돌각도에 따라 에어백 제어모듈에서 판단하여 작동합니다."
314,기아,기타,기타,"수리비용이 오토큐에 따라 상이할 수 있나요?","오토큐의 수리비용은 각 지역의 특성, 규모, 부품운송 등에 따라 수리비용이 상이할 수 있으며, 공임비용은 지역이나 기술력에 따라 차이가 발생 될 수 있습니다."
315,기아,기타,기타,"엔진오일이 부족할 경우 어떠한 증상이 있나요?","엔진오일은 엔진 내부의 윤활 및 냉각, 밀봉, 방청, 청정작용 등을 통한엔진 성능의 향상과 수명을 연장시키는 기능을 합니다."
316,기아,기타,기타,"실제 주행속도와 계기판에 표시되는 속도는 왜 차이가 있나요?","자동차의 내부 속도계는 운전자의 안전을 위해 과속으로 인한 사고를 방지하고자 실제주행속도보다 약 3%~10%정도 높게 표시 되고 있습니다."
317,기아,기타,기타,"타이어 공기압이 낮거나 높을때 어떤 현상이 있나요?","공기압이 낮을 때는 타이어의 사이드휠 부분의 구부러짐이 커 과열로 인한 타이어 파손의 원인이 됩니다."
318,기아,기타,기타,"차 안에서 뒷 도어가 열리지 않습니다.","뒷 좌석 도어의 경우 어린이 보호용 잠금 장치를 잠금 위치에 놓았을 경우 차 안에서는도어를 열 수 없습니다."
319,기아,기타,기타,"겨울철 머플러에서 물이 떨어지는데 왜 그런가요?","삼원촉매장치는 엔진에서 배출된 배기가스를 정화하는 장치로 촉매를 이용하여배기가스 중의 성분과 화학반응에 의해 무해 물질로 전환하는 역할을 합니다."
320,기아,기타,기타,"차량 하체부분에서 물이 떨어집니다. 왜 그런가요?","조수석 쪽 하부에서 물이 떨어지는 것은 여름철 에어컨 작동 시 온도차이로 인하여 수분이 생성되어 떨어지는 정상적인 현상입니다."
321,기아,기타,기타,"직영 서비스센터 운영 시간은 어떻게 됩니까?","직영 서비스센터의 업무시간은 평일(월~금) 08:30~17:30까지 이며, 중식시간은 12:30~13:30 입니다."
322,기아,기타,기타,"EV케어 프로그램이란 무엇인가요?","기아 EV를 구매한 기아멤버스 회원이시라면 EV스타일케어, EV세이프티 케어에 가입하실 수 있습니다."
323,기아,기타,기타,"온라인을 통해 오토큐에 정비예약을 할 수 있나요?","기아멤버스 홈페이지를 통해 온라인 정비예약이 가능하며, 로그인 후 이용하실 수 있습니다."
324,기아,기타,기타,"Kia EV 그린패스 요즘에는 어떤 서비스인가요?","멤버십 월 구독료는 매월 1일 정기 자동 결제됩니다.
· 단,  1회 차의 경우,  신청 일자 기준 잔여기간을 일할 계산하여 청구하며, 2회 차부터 등록된 지불수단을 통해 정기 자동 결제가 이루어집니다.  
* 단, 등록된 신용카드 청구 실패 시 고객에게 2번의 추가 청구를 진행,
3번째 또한 청구 실패할 경우 해당 멤버십 자동 해지/자동 해지 후 재가입하여도 할인율 소급 적용 불가"
325,기아,기타,기타,"사용설명 분실했는데 어떻게 재발급 받을 수 있나요?","사용설명서 분실 및 중고차 구입을 하신 경우에는 기아멤버스 홈페이지를 통해 보실 수 있습니다."
326,기아,기타,기타,"광고성 정보 수신 동의 확인 문자/이메일을 받았습니다.","기아차량 보유 고객 중 광고성 정보 수신에 동의하신 고객님께 수신동의 여부를 확인하는 메시지 입니다."
327,기아,기타,기타,"6년간 24시간 무상긴급출동 서비스에 대해 알려주세요","원활한 긴급출동을 위해 24시간 운영되는 실시간 긴급출동 상황실과 긴급차량 및 AUTO Q의 모니터링 시스템으로 신속하게 출동, 조치하는 서비스입니다."
328,기아,기타,기타,"기아 전기차 구매시 보조금은 어떻게 되나요?","전기차 보조금은 전기차를 구매할 때 정부와 지자체에서 정한 전기자동차 보조금 지원대상 자동차를 신규로 구매해 국내에 등록할 경우 보조금을 지급하는 제도입니다."
329,기아,기타,기타,"사고차 무상 견인 서비스에 대해 알려주세요","기아차 보유고객 (승용, RV, 1.4톤 이하 소상, 15인승 이하 승합) 운행 중 사고로 인해 주행이 불가능한 경우 긴급봉사반(080-200-2000)으로 견인을 요청하시면 사고차 무상 견인서비스를 제공합니다."
330,기아,기타,기타,"All-new Niro EV에 적용된 특화 기술은 어떤 게 있나요?","The All-new Niro EV에는 경제성과 편의성을 높이는 다양한 EV 특화 기술이 적용되어 있습니다."
331,기아,기타,기타,"프리케어 서비스 대상 차종과 서비스 내용은 무엇이 있나요?","· 본 프리케어 서비스는 고객님의 편의를 위하여 차량 연령 및 주행거리와 무관하게 사용하실 수 있습니다."
332,기아,기타,기타,"내 차 관리를 위한 필수 앱, MyKia는 어떤 서비스 인가요? ","나만의 꼼꼼한 개인비서, 더욱 강화된 개인화 서비스"
333,기아,기타,기타,"정기점검서비스에 대해 자세히 알려주세요","기아자동차를 구매하신 고객님이 보다 오랫동안 새 차처럼 타실 수 있도록 8년간 8회(연간 1회)정기점검 서비스를 제공하여 드리고 있습니다."
334,기아,기타,기타,"기아 표준 서비스 용품이 무엇인가요?","기아는 이면 할인 판매 및 과다 서비스 용품 제공 행위를 금지하고, 공정한 판매 실천과 고객님께 최고의 서비스를 제공해 드리고자 차량 구입 시 표준 서비스 용품을 드리고 있습니다."
335,기아,기타,기타,"정기점검 대상기간에 대해 알려주세요","정기점검 서비스는 출고월을 기준으로 8년간 매년 출고월+3개월 후 ~ 다음해 출고월까지 가능합니다."
336,기아,기타,기타,"시승 신청은 어떻게 해야 하나요?","기아는 시승체험 편의 고객만족을 위해 다양한 시승서비스를 제공하고 있습니다. 고객님께서 희망하시는 가까운 센터에서 최고의 서비스를 직접 만나실 수 있습니다."
337,기아,기타,기타,"자동차 정기검사는 언제, 어디서 받는건가요?","자동차 소유자는 관련법규에 따라 일정기간 마다 실시하는 정기검사를 받아야 합니다."
338,기아,기타,기타,"기아 통합 계정이 무엇인가요?","기아 통합 계정은, 기아닷컴 / 기아멤버스 홈페이지 / MyKia 모바일 앱 / 기아 디지털키 / Kia Connect 등 기아에서 제공하는 서비스를 사용하기 위한 계정으로, 하나의 ID로 모든 서비스를 이용할 수 있습니다."
339,기아,기타,기타,"본인 차량의 정비내역을 확인하고 싶습니다","정비이력은 차량 명의자가오토큐에 직접 입고 또는 기아멤버스 홈페이지 차계부에서확인이 가능합니다."
340,기아,기타,기타,"상승 내장탑차가 무엇인가요?","상승 내장탑차는 단, 1대로 저상형에서 플러스형 높이까지 조절이 가능한 탑차입니다."
341,기아,기타,기타,"일반 리모컨 적용 차량인 경우 보조키로 도어잠금 해제 시 경보음이 발생합니다","스마트 키 또는 이모빌라이져 적용 차량이 아닌 일반 리모컨 적용 차량인 경우 시동 키를 ON상태로 위치하고 30초이상 유지 시 경보음이 해제가 되며 경보상태가 해제됩니다."
342,기아,기타,기타,"스마트 드라이브 케어(Smart Driver Care)가 무엇인가요?","Smart Driver Care란 차량 주행 정보를 기반으로 운전습관 분석을 통해 안전운전점수 70점 이상을 달성한 고객의 보험료를 추가 할인해 드리는 혜택으로 기아와 현대해상 간의 제휴를 통해 UVO 장착 차량을 대상으로 한 UBI 특약보험입니다."
343,기아,기타,기타,"일반 리모컨 또는 스마트 키 차량의 핸들 락(잠김) 해제 방법을 알려주세요","일반 리모컨 적용 차량 또는 이모빌라이져 적용 차량의 핸들락(잠김) 해제방법"
344,기아,기타,기타,"LPG 연료 차량의 장점이 무엇인가요?","① 합리적인 차량 가격"
345,기아,기타,기타,"배터리 방전 시 점프 스타트 방법은 무엇인가요?","반드시 주의사항을 먼저 확인하신 후 진행하시기 바랍니다."
346,기아,기타,기타,"LPG 연료 차량을 모든 사람이 구입할 수 있다는데 어떤 내용인가요?","최근 정부가 내놓은 미세먼지 대책방안의 일환으로 LPG 연료 사용에 대한 규제가 완화됐습니다."
347,기아,기타,기타,"차체 자세 제어장치(VDC) 기능이 무엇인가요?","차체 자세 제어장치(VDC : Vehicle Dynamic Control)는"
348,기아,기타,기타,"차량 구입 비용을 현금으로 결제하면 할인을 더 받을 수 있나요?","차량 구입 비용 현금 결제 시 추가 할인은 없습니다."
349,기아,기타,기타,"자동요금징수 시스템(ETCS) 기능이 무엇인가요?","자동요금징수 시스템(ETCS : Electronic Toll Collection System)이란"
350,기아,기타,기타,"해약하는 경우 계약금을 돌려 받을 수 있나요?","계약 후 차량 출고 전 해약은 고객님께서 계약하신 지점/대리점을 통해 진행 가능합니다."
351,기아,기타,기타,"액티브 에코 시스템과 에코 드라이브 시스템의 차이점은 무엇인가요?","액티브 에코는 차량의 엔진, 변속기, 에어컨 제어를 통해 연비를 향상시키도록 도움을 주는 장치이며,"
352,기아,기타,기타,"장애인 면세로 차량구입 시 제출서류는 무엇인가요?","차량 출고 전 제출서류"
353,기아,기타,기타,"배기가스 후처리 장치(DPF) 기능이 무엇인가요?","배기가스 후처리 장치(DPF: Diesel Particulate Filter)는"
354,기아,기타,기타,"특장차량 중 냉온장탑차는 어떤 차량인가요?","고객 필요에 따라 냉동·히팅을 위해 탑 내 온도를 자유롭게 조절 가능한 차량입니다."
355,기아,기타,기타,"혼유사고 시 어떻게 대처해야 합니까?","연료를 잘못 주입한 경우 불량연료를 사용하는 것과 마찬가지로 차량 부품에 손상을 줄 수 있습니다."
356,기아,기타,기타,"차량 구입 시 차량대금을 입금할 수 있는 입금계좌가 따로 있나요?","자동차 매매대금의 송금은 별도로 통지하는 기아(주) 계좌로만 가능합니다."
357,기아,기타,기타,"타이어 임시 수리 장치는 무엇인가요?","타이어 임시 수리 장치는 못이나 날카로운 물체로 인한 트레드 부 펑크로 타이어 공기압이 충분하지 않은 경우 응급조치가 가능한 장치입니다."
358,기아,기타,기타,"차량 구입 시 납부하는 ‘의무보험료’는 무엇인가요?","의무보험료는 차량이 출고된 후 임시운행기간 동안에만 유효한 보험입니다."
359,기아,기타,기타,"타이어 위치 교환주기 및 방법을 알려주세요","타이어 위치 교환은 주행조건 및 타이어의 상태에 따라 점검 후 위치교환이 필요합니다."
360,기아,기타,기타,"기아 리스에 대해 알고 싶습니다.","자동차 리스는 리스사(캐피탈사)가 고객이 원하는 자동차를 대신 구매하여 일정계약을 맺고 개인에게 차량을 대여하는 서비스 입니다. 자동차의 명의와 소유는 리스사(캐피탈사)이며, 고객이 매월 대여료를 납부하고 대여하는 방식의 자동차 금융 상품 입니다."
361,기아,기타,기타,"타이어 공기압 감지 시스템(TPMS) 기능은 무엇인가요?","타이어 공기압 감지 시스템(TPMS : Tire Pressure Monitoring System)은"
362,기아,기타,기타,"경차 유류세 환급 제도는 어떤 내용인가요?","정부에서 서민의 유류비 부담 완화를 위하여 경차 소유자의 유류세 일부를 환급해 주는 제도입니다."
363,기아,기타,기타,"공회전 제한 시스템(ISG) 기능이 무엇인가요?","공회전 제한 시스템 (ISG : Idle Stop & Go)은"
364,기아,기타,기타,"장기 렌터카를 구입하고 싶습니다. 어떻게 하면 되나요?","전국의 기아 영업지점이나, 렌터카영업소를 통해 구입 상담이 가능합니다."
365,기아,기타,기타,"전자식 파킹 브레이크(EPB) 기능이 무엇인가요?","전자 파킹 브레이크(EPB : Electronic Parking Brake)는"
366,기아,기타,기타,"차량(구입, 등록, 소유 시)에 부과되는 세금은 어떤 종류가 있나요?","구입 단계 : 개별소비세, 교육세, 부가가치세가 차량 가격에 포함되어 부과"
367,기아,기타,기타,"크루즈 컨트롤 기능은 어떻게 사용하나요?","크루즈 컨트롤은 주행 중 악셀레이터 페달을 밟지 않아도 차량의 속도를 일정하게 유지 시켜주는 기능이며, 장거리 여행 시 운전자의 피로를 줄여주기 위한 편의장치입니다."
368,기아,기타,기타,"경차 구입 시 어떤 혜택을 받을 수 있나요?","① 개소세 면제 및 취등록세 감면"
369,기아,기타,기타,"자동변속기의 레버 쪽에 표시된 + 및 - 는 무엇인가요?","자동 변속기는 D 모드 옆에 스포츠모드인 +(up) 및 - (down) 가 있어 평상 시엔 자동변속기로 운행하다가 변속기 레버를 + 방향으로 한번 밀어줄때 마다 1속씩 상승되며, - 방향으로 한번 밀어줄 때 마다 1속씩 내려갑니다."
370,기아,기타,기타,"차량 구입 시 차량에 장착되는 타이어를 선택할 수 있나요?","차량에 장착되는 타이어는 엄격한 품질조사를 통해 최상의 부품을 선정하여 공급하고 있습니다."
371,기아,기타,기타,"차종별 보증기간은 어떻게 적용되나요?","보증기간은 차량 및 출고일에 따라 적용기간이 상이하므로 출고 당시 지급 받으신 사용설명서 보증서를 확인하시면 정확하게 확인하실 수 있습니다."
372,기아,기타,기타,"차량 구입 시 세금계산서 발급 대상은 어떻게 되나요?","부가가치세법에 의거 개인 및 사업자 구분과 차종에 따라 영수증 또는 세금계산서를 발급하게 되어있습니다."
373,기아,기타,기타,"현재 판매되는 신형 차량의 옵션을 구형 차에 장착할 수 있나요?","차를 생산할 때는 환경, 안전, 법규를 고려하여 최적의 상태로 생산하고 있습니다."
374,기아,기타,기타,"자동차 구입 비용은 소득공제 및 현금영수증을 받을 수 있나요?","부동산·자동차 등 등기·등록이 되는 재산의 구입비용은 현금영수증 제도 시행부터 근로자의 소득공제 대상에서 제외하고 있으며, 소득공제 제외 대상이 되는 지출의 경우에는 현금영수증 발급대상에서도 제외되고 있습니다."
375,기아,기타,기타,"버튼시동 스마트 키 차량의 경우 중립 주차는 어떻게 합니까?","버튼시동 스마트 키 차량의 경우 D/R/N 단 위치에서 시동을 끌 경우 ACC 상태가 되어  전원이 꺼지지 않고 스마트키로 도어를 잠글 수 없습니다. 다른 사람이 차량을 움직일 수 있도록 주차시켜 놓을 때는(중립 주차) 차량 사양에 따라 다음과 같이 사용해주시기 바랍니다."
376,기아,기타,기타,"차종별로 구동방식은 어떻게 적용되나요?","① 전륜 구동방식"
377,기아,기타,기타,"PBV란 무엇인가요?","PBV (Platform Beyond Vehicle) 는 '차량 그 이상의 플랫폼' 이라는 의미 그대로, 고객의 니즈를 기반으로 새로운 비즈니스와 라이프스타일을 제안함과 동시에 혁신성을 기반으로 최적의 모빌리티 경험을 제공하는 기아의 신규 비즈니스 모델입니다."
378,기아,기타,기타,"신차 길들이기 어떻게 해야합니까?","최초 1,000km 전까지의 주행은 차량의 수명과 성능을 좌우하므로 이 기간 동안은 과속, 급가속, 급제동 등을 가급적 자제해주십시오."
379,기아,기타,기타,"기아에서 실시하는 이벤트가 있나요?","기아에서 실시하는 이벤트는 홈페이지에서 확인 또는 참여하실 수 있습니다."
380,기아,기타,기타,"PBV의 생산은 어떻게 이루어지나요?","다양한 PBV 기본 모델과 컨버전 모델을 제공하기 위해 유연한 생산체계가 준비되고 있습니다. Autoland 화성에 구축 중인 PBV 전용공장 (화성 EVO Plant) 은 컨베이어 생산라인과 셀 유연 생산라인을 결합하여 다품종 생산에 최적화된 체계를 구축하고 있습니다."
381,기아,기타,기타,"리모컨 키가 작동하지 않습니다","리모컨 키는 약 10m 이내의 거리에서 도어를 잠금 및 잠금해제 할 수 있습니다."
382,기아,기타,기타,"차종별 판매조건은 어떻게 되나요?","이달의 판매조건은 기아 홈페이지 > 구매 > 이 달의 구매 혜택에서 확인 가능합니다."
383,기아,기타,기타,"기아 통합계정이 무엇인가요?","기아 통합계정은 기아닷컴, 기아멤버스, Kia App 등 기아에서 제공하는 서비스를 사용하기 위한 계정입니다. 하나의 ID로 모든 서비스를 이용할 수 있습니다."
384,기아,기타,기타,"PBV는 어떤 고객에 적합한가요?","PBV는 다양한 모델, 라인업 및 variation 을 기반으로 각 고객에 특화된 맞춤형 차량을 제공할 수 있습니다. 통상적으로 패신저 모델의 경우 택시 및 차량 호출 업종에 종사하는 고객에게, 카고 모델은 딜리버리 및 시설관리, 전기 · 가스 공급업 등 유틸리티 고객에게 적합합니다."
385,기아,기타,기타,"스마트 키 작동불량 시 비상 시동방법에 대해 알려주세요","스마트 키 작동이 잘 안 되는 원인"
386,기아,기타,기타,"기아 전시차 및 시승차량은 어디에서 확인할 수 있나요?","기아 홈페이지에서 전시차 및 시승예약서비스를 확인하실 수 있습니다."
387,기아,기타,기타,"서비스에 가입하려면 무엇이 필요한가요?","기아 재직자는 사번, 기아 평생사원은 평생사원 사번이 필요합니다."
388,기아,기타,기타,"PBV와 상용차/LCV의 차이는 무엇인가요?","PBV는 총소유비용 (TCO: Total Cost of Ownership) 이라는 제한적인 가치에 집중해 온 기존 상용차/LCV와 하드웨어 및 소프트웨어 측면에서 차별화됩니다."
389,기아,기타,기타,"스마트 키 배터리 교환방법에 대해 알려주세요","스마트 키의 사용횟수와 기간에 따라 배터리 성능이 저하되었을 경우 배터리 교환이 필요합니다."
390,기아,기타,기타,"차량 견적을 받는 방법은 무엇인가요?","차량 견적은 기아 홈페이지에서 간단히 이용이 가능합니다."
391,기아,기타,기타,"평생사원 사번은 어떻게 찾나요?","복지·지원 업무 전문 파트너사인 이트너스로 문의해 주세요."
392,기아,기타,기타,"출시 예정일은 어떻게 되나요?","최초 전용 PBV인 중형 The Kia Concept PV5가 2025년 하반기, 대형급에 해당하는 The Kia Concept PV7가 2027년 출시 예정입니다."
393,기아,기타,기타,"내비게이션 업데이트는 어디서, 어떻게 하나요?","내비게이션 업데이트는 기아멤버스 홈페이지에 접속하시어 이용하실 수 있습니다."
394,기아,기타,기타,"차량대금 신용카드 결제 시 본인 이외 카드로 결제 가능한가요?","차량 구매자가 개인인 경우 본인 카드만 이용이 가능하며, 계약자가 본인 외 1인인 경우 본인 외 1인의 카드도 허용됩니다."
395,기아,기타,기타,"기아 임직원 차량 구매 서비스의 이용약관을 알려주세요.","제1조 (목적)"
396,기아,기타,기타,"Kia PBV 플랫폼만의 특성은 무엇인가요?","PBV 전용 플랫폼은 중량물 적재와 주행거리가 많은 B2B 사업자 특성을 고려하여 고강성 고내구성을 확보하였습니다. 또한 사업자의 화물적재 및 승하차가 편리하도록 저상형으로 개발된 비즈니스 친화적 신규 플랫폼입니다."
397,기아,기타,기타,"EV6의 충전 도어 안에 번개 모양의 버튼은 무슨 기능인가요?","EV6의 충전 도어 內 번개 모양 버튼은 즉시 충전 버튼입니다."
398,기아,기타,기타,"점화플러그 교환주기에 대해 알려주세요","점화플러그 교환 주기는 통상 매 20,000km, 백금플러그는 매 60,000~70,000km에 교환해 주는데차량 운행이 가혹 조건이면 교환 주기가 빨라질 수 있습니다."
399,기아,기타,기타,"장애인차량을 타인에게 어떻게 양도 할 수 있나요?","장애인 차량을 일반인에게 양도할 경우"
